date,USA,Germany,Poland,Hungary,France,China,UK
2020-12-17,5,8,0,0,0,4,1
2021-02-18,0,2,2,0,2,1,0
2020-06-08,1,2,0,0,0,0,0
2020-09-19,5,0,0,0,0,0,0
2024-02-08,8,0,0,0,0,8,1
2022-04-13,32,8,8,0,7,19,3
2022-05-28,6,4,0,0,1,6,0
2022-12-06,6,0,0,1,0,15,6
2023-05-08,4,0,4,0,0,7,0
2023-04-29,10,6,7,5,2,17,0
2021-05-01,5,9,0,0,5,0,0
2021-08-31,0,0,0,0,0,3,2
2021-10-16,24,0,0,0,0,0,1
2024-01-15,7,5,0,0,0,7,3
2021-05-29,3,0,0,0,0,0,3
2021-01-13,1,2,0,0,5,5,0
2020-03-14,0,0,0,0,0,0,0
2022-12-09,10,3,0,0,0,10,3
2021-02-13,0,0,0,0,0,2,0
2023-06-22,21,2,1,0,0,9,1
2022-12-19,5,0,0,0,3,5,0
2021-06-26,1,0,0,0,2,0,0
2022-12-21,7,0,0,0,1,14,0
2022-05-07,3,6,0,0,10,12,3
2021-09-02,3,2,0,0,0,1,0
2021-12-04,5,2,0,0,0,0,0
2022-08-09,18,1,0,0,0,8,2
2020-12-23,12,7,0,0,5,1,4
2022-04-29,27,32,19,1,7,10,4
2021-09-08,3,0,0,0,0,1,0
2023-06-19,9,5,0,1,0,9,1
2023-08-20,9,0,2,0,1,5,2
2020-11-03,0,0,0,0,0,0,0
2021-09-03,0,0,0,0,0,2,0
2021-03-04,7,1,0,0,1,1,4
2020-10-06,7,2,0,0,18,0,0
2022-05-10,17,1,2,5,5,9,11
2023-03-02,15,3,0,0,5,30,5
2022-11-21,11,1,1,3,3,5,0
2021-01-08,7,0,0,0,0,0,0
2023-08-29,6,0,0,0,9,5,0
2022-09-19,9,4,0,1,3,13,0
2021-11-04,7,3,0,0,0,1,1
2023-09-15,21,0,0,0,0,14,3
2022-07-29,15,0,0,0,2,20,0
2020-04-17,6,2,0,0,0,19,2
2022-11-01,8,5,2,0,9,6,15
2020-12-09,4,0,0,0,2,3,3
2020-07-17,5,4,0,0,2,0,18
2022-08-05,15,6,0,0,11,7,1
2021-12-14,12,7,0,0,3,4,3
2023-09-05,6,4,0,0,0,4,3
2021-05-13,5,0,0,0,0,1,3
2022-11-03,8,2,0,0,0,9,0
2020-09-04,10,15,0,0,1,1,4
2023-12-20,7,2,4,0,0,6,7
2022-10-08,11,0,0,0,0,2,0
2023-10-08,0,2,0,0,1,1,0
2024-01-03,0,9,3,0,5,3,5
2021-01-14,4,3,0,0,0,4,0
2023-12-16,1,0,0,2,0,0,0
2020-03-01,6,0,1,0,0,0,0
2021-05-02,2,1,0,0,2,0,6
2020-10-13,1,1,0,0,0,0,0
2023-12-24,5,0,0,0,0,0,0
2020-01-31,3,0,3,0,0,6,3
2024-02-12,13,1,3,0,5,6,5
2022-12-07,11,1,1,0,2,8,2
2022-03-18,68,2,2,0,6,79,5
2020-07-01,12,1,3,0,0,1,2
2021-12-07,8,2,6,0,0,5,0
2022-06-19,12,6,0,0,0,5,0
2023-06-06,19,17,4,0,0,8,6
2020-11-25,2,0,0,0,3,3,0
2020-12-21,23,0,0,0,1,2,0
2021-03-10,2,2,2,0,0,3,0
2020-10-26,8,0,0,0,0,0,1
2022-03-07,77,7,5,5,15,67,26
2023-01-20,8,6,1,3,1,5,1
2024-02-22,37,3,4,0,9,7,10
2023-05-17,17,0,0,9,7,31,1
2020-06-14,0,0,0,0,0,0,0
2023-01-09,4,2,0,0,2,14,0
2024-03-07,10,2,6,0,5,14,0
2024-03-09,6,0,0,2,0,3,0
2020-12-20,14,0,0,0,0,0,0
2022-05-24,64,6,2,5,4,20,2
2020-12-30,4,2,0,0,0,1,0
2022-01-23,6,3,0,0,0,1,25
2021-09-04,4,0,0,0,1,0,0
2020-02-28,15,1,0,3,3,0,1
2022-10-10,71,20,1,0,10,7,26
2023-11-21,0,0,0,3,0,6,0
2020-08-15,7,3,0,0,0,0,0
2021-04-13,11,0,0,1,0,0,3
2022-02-20,39,13,1,0,0,0,2
2022-03-23,38,12,6,2,23,38,9
2022-04-24,18,3,0,0,4,0,6
2023-01-19,23,3,0,0,1,3,2
2021-09-24,4,3,3,0,0,0,4
2020-03-25,0,0,0,0,0,2,0
2023-09-30,3,4,0,0,0,2,3
2020-02-10,4,0,2,0,2,3,0
2024-01-22,0,1,0,0,0,3,3
2021-02-01,26,41,6,0,0,4,2
2024-01-17,6,1,0,3,0,4,6
2023-08-11,5,0,1,1,12,5,0
2024-02-03,1,0,0,0,1,1,0
2020-06-06,3,0,0,0,0,0,0
2021-04-21,8,1,1,0,2,2,0
2023-05-14,20,9,0,2,1,7,2
2022-03-13,24,7,2,0,3,23,7
2020-04-05,0,0,0,0,0,0,0
2023-03-20,21,0,0,0,2,60,0
2020-09-24,9,0,0,0,0,2,0
2023-10-29,1,0,0,2,0,1,0
2023-05-19,12,1,39,0,5,16,2
2022-07-25,7,11,0,0,2,4,4
2022-07-28,10,2,0,2,6,13,0
2023-02-21,24,7,4,3,1,41,0
2023-10-04,6,5,0,0,7,4,1
2023-02-25,15,11,10,0,5,40,4
2023-06-11,0,0,0,0,0,5,0
2020-04-20,4,2,0,0,2,5,0
2021-05-28,7,9,0,0,1,0,1
2023-03-09,11,3,0,2,1,14,0
2020-01-13,4,4,14,0,0,0,0
2023-08-13,0,2,2,0,2,0,0
2021-12-21,6,4,0,0,2,0,2
2022-12-24,7,1,0,0,2,6,0
2022-11-25,8,6,3,0,4,6,4
2021-08-21,0,8,0,0,0,0,0
2020-08-03,5,0,0,0,0,2,1
2020-09-12,2,0,0,0,0,0,2
2021-02-07,7,2,1,0,2,0,0
2022-06-30,9,9,0,0,3,18,4
2023-11-10,4,0,0,0,10,9,0
2024-03-12,2,6,3,0,6,4,0
2021-11-19,18,10,1,0,14,1,0
2022-07-21,8,1,2,0,0,3,0
2020-03-15,5,0,0,0,3,0,0
2023-01-31,8,3,0,1,5,6,6
2023-07-27,13,1,0,0,1,11,2
2024-03-04,6,10,1,12,0,8,4
2023-12-21,1,5,0,3,2,5,1
2020-02-23,15,0,0,0,0,0,0
2020-02-21,31,7,2,0,5,0,8
2023-09-13,17,1,1,8,1,12,2
2021-04-10,4,8,0,0,5,0,0
2024-01-16,8,4,0,0,0,6,5
2020-01-06,3,3,0,0,0,7,0
2020-07-28,9,0,1,0,0,1,0
2023-04-05,12,0,3,0,5,45,2
2022-07-24,59,3,0,2,0,0,5
2022-04-04,29,25,1,20,20,11,16
2021-10-22,8,0,2,0,0,5,0
2021-06-19,0,5,0,0,0,2,0
2021-04-29,11,4,0,1,2,2,1
2020-02-12,14,0,5,0,2,0,0
2023-03-29,36,2,2,7,5,24,1
2020-05-10,6,3,0,0,0,2,0
2022-04-03,17,25,0,8,21,19,30
2020-06-16,16,1,0,0,0,2,0
2024-02-05,8,2,0,0,39,6,0
2022-01-24,10,3,0,0,0,1,21
2021-11-01,8,0,0,0,0,0,0
2023-06-20,44,15,3,2,7,11,8
2022-06-25,4,2,0,0,0,4,12
2023-08-28,4,0,2,10,1,0,0
2023-03-08,6,1,0,0,1,8,0
2020-12-04,3,0,1,0,0,2,0
2021-02-08,3,19,11,0,0,0,1
2020-08-04,3,0,0,0,0,4,0
2022-03-08,103,5,2,4,24,45,13
2020-04-24,4,0,0,0,3,1,5
2022-09-23,25,14,2,2,10,15,1
2023-03-19,1,0,0,0,4,22,0
2023-05-10,7,6,15,0,5,13,2
2020-11-23,11,0,0,0,0,4,0
2022-10-24,8,0,0,4,9,4,18
2021-08-08,1,0,0,0,2,0,0
2021-01-17,4,4,0,0,0,0,0
2020-01-04,0,0,0,0,0,0,0
2023-12-15,4,0,0,0,4,7,1
2023-04-11,18,3,0,0,8,11,4
2024-01-23,7,1,0,0,5,4,1
2023-09-21,11,8,4,0,0,6,4
2020-08-14,13,0,0,0,1,3,0
2021-11-11,8,0,1,0,1,3,0
2022-09-14,5,1,0,0,6,10,1
2020-11-18,10,0,0,0,0,1,0
2021-07-22,10,5,3,0,0,1,0
2021-12-11,2,0,0,0,0,1,0
2021-09-14,2,0,0,0,2,2,0
2022-11-27,3,0,0,0,1,3,0
2022-09-11,6,4,0,0,10,16,0
2022-06-22,16,2,0,3,3,14,1
2023-03-25,8,2,0,0,0,14,2
2022-12-25,5,0,0,0,0,6,0
2020-01-16,4,3,4,0,0,1,2
2020-08-31,2,0,0,0,0,2,0
2021-06-21,5,0,0,0,0,0,0
2020-08-25,6,1,0,0,1,0,0
